roles,companies,locations,experience,skills,salary,industry,experience_cleaned,min_experience,max_experience,min_salary,max_salary,is_salary_disclosed,avg_salary,days_ago,posting_date,job_age_days,seniority_level,is_remote,is_high_salary
sales officer/ senior sales officer  gen trade (fmcg),Bisk Farm,Hybrid - Nagpur,6-11 Yrs,FMCGSecondary Salesales officerGeneral TradeDistributor HandlingGroceryTeam HandlingPersonal Care,Not disclosed,Consumer Retail & Hospitality,6-11,6,11,0.0,0.0,False,0.0,25.0,2024-10-30,31.0,Mid,False,False
sales officer/ senior sales officer  gen trade (fmcg),Bisk Farm,Jalna(Jalna Industrial Area MIDC),6-11 Yrs,FMCGSecondary Salesales officerGeneral TradeDistributor HandlingGroceryTeam HandlingPersonal Care,Not disclosed,Consumer Retail & Hospitality,6-11,6,11,0.0,0.0,False,0.0,25.0,2024-10-30,31.0,Mid,False,False
sales officer/ senior sales officer  gen trade (fmcg),Bisk Farm,Bankura,6-11 Yrs,FMCGSecondary Salesales officerGeneral TradeDistributor HandlingGroceryTeam HandlingPersonal Care,Not disclosed,Consumer Retail & Hospitality,6-11,6,11,0.0,0.0,False,0.0,25.0,2024-10-30,31.0,Mid,False,False
business development executive,Tootwo Play Equipment,Bengaluru,1-4 Yrs,Closing DealsCommunication SkillsSales DevelopmentFollow UpsClosingSalesUPSBusiness development,3-5 Lacs PA,Consumer Retail & Hospitality,1-4,1,4,3.0,5.0,True,4.0,17.0,2024-11-07,23.0,Entry,False,False
business development executive,Crystal Furnitech P,Hybrid - Vijayawada,2-5 Yrs,Sales And MarketingB2B SalesNegotiationBusiness Development And MarketingNew Business DevelopmentSalesMarketingNew business,3-5 Lacs PA,Consumer Retail & Hospitality,2-5,2,5,3.0,5.0,True,4.0,25.0,2024-10-30,31.0,Entry,False,False
business development executive,Crystal Furnitech P,Hyderabad,2-5 Yrs,Sales And MarketingB2B SalesNegotiationBusiness Development And MarketingNew Business DevelopmentSalesMarketingNew business,3-5 Lacs PA,Consumer Retail & Hospitality,2-5,2,5,3.0,5.0,True,4.0,25.0,2024-10-30,31.0,Entry,False,False
business development executive,Crystal Furnitech P,Coimbatore,2-5 Yrs,Sales And MarketingB2B SalesNegotiationBusiness Development And MarketingNew Business DevelopmentSalesMarketingNew business,3-5 Lacs PA,Consumer Retail & Hospitality,2-5,2,5,3.0,5.0,True,4.0,25.0,2024-10-30,31.0,Entry,False,False
head hr,Nimida Group,Bengaluru,18-25 Yrs,Training ProgramsHead HRPolicy FormulationCompliance ManagementOrganizational Developmentlaws and regulationHris SystemsOrganization Design,Not disclosed,Consumer Retail & Hospitality,18-25,18,25,0.0,0.0,False,0.0,25.0,2024-10-30,31.0,Senior,False,False
product analyst,B New Mobiles,Hyderabad,2-4 Yrs,Product AnalysisRAMMobile TechnologyProduct StrategyMobile ApplicationsTechnologyApplicationAnalysis,2.5-3.25 Lacs PA,Consumer Retail & Hospitality,2-4,2,4,2.5,3.25,True,2.875,25.0,2024-10-30,31.0,Entry,False,False
analyst business intelligence,Hudsons Bay Company (Hbc),Bengaluru,1-3 Yrs,Bi ToolsSQL QueriesData VisualizationDashboardsPythonBusiness IntelligenceData ManipulationData Extraction,Not disclosed,Consumer Retail & Hospitality,1-3,1,3,0.0,0.0,False,0.0,25.0,2024-10-30,31.0,Entry,False,False
accounts manager,Swastik Mirch Store,Hyderabad,1-6 Yrs,AccountingROC mattersROCManagementAccount management,Not disclosed,Consumer Retail & Hospitality,1-6,1,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
content creator,Secret Haircare,Hybrid - Bengaluru(Nagarbhavi),2-4 Yrs,Content CreationContent MarketingContent DevelopmentContent ResearchContent StrategyDevelopmentContentMarketing,Not disclosed,Consumer Retail & Hospitality,2-4,2,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
python team lead,Rehlat Online Services,Hyderabad,5-9 Yrs,Computer scienceNoSQLGCPDjangoMySQLShell scriptingE-commerceMongoDB,Not disclosed,Consumer Retail & Hospitality,5-9,5,9,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
site reliability engineer ii,Sabre,Bengaluru,4-7 Yrs,Selection processAnalytical skillsCodingCloudSabreAgileManager TechnologyProgramming,Not disclosed,Consumer Retail & Hospitality,4-7,4,7,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sales executive,Sinclairs Hotels & Resorts,Hyderabad,3-5 Yrs,EnglishHotel salesGuestWritingSales ExecutiveBusiness ExecutiveHotelSales,Not disclosed,Consumer Retail & Hospitality,3-5,3,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
sales executive,Sinclairs Hotels & Resorts,Burdwan,3-5 Yrs,EnglishHotel salesGuestWritingSales ExecutiveBusiness ExecutiveHotelSales,Not disclosed,Consumer Retail & Hospitality,3-5,3,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
physical design professional,Modernize Chip Solutions,Bengaluru,4-7 Yrs,Physical DesignDRCComplex DesignGDSLVSAMDRoutingSTA Concepts,Not disclosed,Consumer Retail & Hospitality,4-7,4,7,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
vice president sales   horeca,Centriti,Bengaluru,10-20 Yrs,SalesB2BHORECASales StrategyClient Relationship managementMarket Analysismarket researchResearch,Not disclosed,Consumer Retail & Hospitality,10-20,10,20,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Senior,False,False
accounts executive,Centriti,Bengaluru,3-8 Yrs,AccountsBills PayableTDSPurchase BillingGSTAccounts ReceivablesBills ReceivableSales Invoicing,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
business development corporate travel agency,Focus Tours And Travels,Hyderabad(Jubilee Hills),3-5 Yrs,Business DevelopmentCold callingTravel ManagementLead ManagementHoliday salesHotel SalesTravel agencyCold,Not disclosed,Consumer Retail & Hospitality,3-5,3,5,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
senior java developer(1 position) ( fi2071 ),Fastenal,Bengaluru,7-12 Yrs,MavenHibernateCore JavaProduction supportJBossWeb developmentJavascriptApplication development,Not disclosed,Consumer Retail & Hospitality,7-12,7,12,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
executive chef,Hotel Palacio De Goa,Bengaluru,1-2 Yrs,Executive Chef,Not disclosed,Consumer Retail & Hospitality,1-2,1,2,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Entry,False,False
bakery chef,Hotel Palacio De Goa,Bengaluru,2 Yrs,Bakery ChefBakery,Not disclosed,Consumer Retail & Hospitality,2,2,2,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Entry,False,False
area executive chef,Hotel Palacio De Goa,Bengaluru,1-2 Yrs,Area ExecutiveExecutive Chef,Not disclosed,Consumer Retail & Hospitality,1-2,1,2,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Entry,False,False
technical lead embedded systems,Nvent,Bengaluru,5-10 Yrs,gitdesignstatic analysisprogrammingarchitecturejiraSystemTechnical,Not disclosed,Consumer Retail & Hospitality,5-10,5,10,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
supervisor technical customer support,Sabre,Bengaluru,2-5 Yrs,technical supportpeople management skillswritten communicationcustomer serviceleadershipcustomer supportPeople managementCommunication skills,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Entry,False,False
assistant manager   sales,Twin Health,Bengaluru,7-9 Yrs,CROSalesAnalyticalVenture capitalStrategic planningHealthcareIssue resolutionSensors,Not disclosed,Consumer Retail & Hospitality,7-9,7,9,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
site reliability engineering iii,Sabre,Bengaluru,5-9 Yrs,scriptingalgorithmsmicrosoft windowscomplex analysistroubleshootingcommunication skillsIIIEngineering,Not disclosed,Consumer Retail & Hospitality,5-9,5,9,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
financial compliance analyst,Columbiasportswearcompany,Bengaluru,1-4 Yrs,complianceequity researchfinancial modellingfinancial planningaccountingfinanceModelingEquity,Not disclosed,Consumer Retail & Hospitality,1-4,1,4,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Entry,False,False
it operations analyst i,Sabre,Bengaluru,1-2 Yrs,VMwareLinuxProduction supportSabreWindowsBusiness intelligenceOperationsVirtualization,Not disclosed,Consumer Retail & Hospitality,1-2,1,2,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Entry,False,False
sr. site reliability engineer,Sabre,Bengaluru,5-8 Yrs,AutomationApplication supportNetworkingShell scriptingAgileDNSPerlTroubleshooting,Not disclosed,Consumer Retail & Hospitality,5-8,5,8,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
application architect,Ootdootn,Bengaluru,10-20 Yrs,Computer scienceC++DebuggingConsultingJavascriptApplication developmentapplication architectureTechnical support,Not disclosed,Consumer Retail & Hospitality,10-20,10,20,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Senior,False,False
c++ developer,Ootdootn,Bengaluru,2-7 Yrs,Computer scienceC++XMLAnalyticalDebuggingConsultingJavascriptApplication development,Not disclosed,Consumer Retail & Hospitality,2-7,2,7,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Entry,False,False
back end developer   ootdootn,Ootdootn,Bengaluru,1-4 Yrs,Computer scienceAccessoriesBackendFront endAnalyticalProcess improvementWeb developmentPHP,Not disclosed,Consumer Retail & Hospitality,1-4,1,4,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Entry,False,False
python developer,Ootdootn,Bengaluru,3-5 Yrs,Computer scienceAccessoriesSIDEBackendFront endTesting toolsDjangoDebugging,Not disclosed,Consumer Retail & Hospitality,3-5,3,5,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
business analyst,Ootdootn,Bengaluru,5-10 Yrs,AccessoriesBusiness AnalystBusiness analysisTime managementAnalyticalMicrosoft applicationsProject managementManagement,Not disclosed,Consumer Retail & Hospitality,5-10,5,10,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
android developer,Ootdootn,Bengaluru,1-4 Yrs,Computer scienceAccessoriesC++Codingproduct life cycleandroid studioAndroid SDKMonitoring,Not disclosed,Consumer Retail & Hospitality,1-4,1,4,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Entry,False,False
business systems analyst,Ootdootn,Bengaluru,3-8 Yrs,Computer scienceAccessoriesBusiness systemProject managementAnalyticalOffice managementManagementMS Office,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
big data engineer   ootdootn,Ootdootn,Bengaluru,2-5 Yrs,Computer scienceC++LinuxNetworkingRDBMSPHPMongoDBResource management,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Entry,False,False
fmcg industry hiring logistics transportation officer   hyderabad,Fmcg Sector,Hyderabad,3-6 Yrs,TransportationRegulatory CompliancesTruck Indent PlanAdvanced ExcelFleet ManagementTransportation PlanningVehicle TrackingTransporters,Not disclosed,Consumer Retail & Hospitality,3-6,3,6,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
accountant,Talent Corner Hr Services,Bengaluru,2-3 Yrs,Financial ReportingFinancial AccountingFinance And AccountsBudgetingAccountingReportingFinance,2.25-3.5 Lacs PA,Consumer Retail & Hospitality,2-3,2,3,2.25,3.5,True,2.875,7.0,2024-11-17,13.0,Entry,False,False
senior area manager  hyderabad,Chaayos,Hyderabad,5-10 Yrs,Attrition ManagementStore OperationsNew store DevelopmentTeam ManagementMultiple Store HandlingCustomer ExperienceOperations Team HandlingHiring,10-15 Lacs PA,Consumer Retail & Hospitality,5-10,5,10,10.0,15.0,True,12.5,26.0,2024-10-29,32.0,Mid,False,True
lounge executive,Intabac India Pvt. Ltd.,Bengaluru,2-7 Yrs,RestaurantStewardess ActivitiesHostess ActivitiesHotelHospitalityGuest RelationsGuestRelationship,Not disclosed,Consumer Retail & Hospitality,2-7,2,7,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Entry,False,False
waiter job openings in dubai,Thugil Technologies,Dubai,0-3 Yrs,Waiter ActivitiesHotel ManagementRestaurantFood And BeverageHotelCaptainingHospitalityBartending,3.75-5 Lacs PA,Consumer Retail & Hospitality,0-3,0,3,3.75,5.0,True,4.375,26.0,2024-10-29,32.0,Entry,False,False
waiter job openings in dubai,Thugil Technologies,Chennai,0-3 Yrs,Waiter ActivitiesHotel ManagementRestaurantFood And BeverageHotelCaptainingHospitalityBartending,3.75-5 Lacs PA,Consumer Retail & Hospitality,0-3,0,3,3.75,5.0,True,4.375,26.0,2024-10-29,32.0,Entry,False,False
waiter job openings in dubai,Thugil Technologies,Bengaluru,0-3 Yrs,Waiter ActivitiesHotel ManagementRestaurantFood And BeverageHotelCaptainingHospitalityBartending,3.75-5 Lacs PA,Consumer Retail & Hospitality,0-3,0,3,3.75,5.0,True,4.375,26.0,2024-10-29,32.0,Entry,False,False
activewear designer,Techsur Solutions,Hyderabad,1-5 Yrs,activewearApparelClothingsportswearWomens WearDesignShoes,3-8 Lacs PA,Consumer Retail & Hospitality,1-5,1,5,3.0,8.0,True,5.5,25.0,2024-10-30,31.0,Entry,False,False
receptionist,Mantra Wellness Spa,Hyderabad(Madhapur +2),2-5 Yrs,TelecallingSales CoordinationGuest HandlingFollow UpsReceptionist ActivitiesBillingComputer OperatingTelephone Handling,2.5-3.75 Lacs PA,Consumer Retail & Hospitality,2-5,2,5,2.5,3.75,True,3.125,23.0,2024-11-01,29.0,Entry,False,False
senior staff verification engineer,Axiado Corporation,Hyderabad,10-20 Yrs,SANASICDFTTeam managementFPGATest planningPerlFirmware,Not disclosed,Consumer Retail & Hospitality,10-20,10,20,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
general manager   legal,Phoenix Marketcity,Bengaluru,13-15 Yrs,General Manager LegalHospitalityDue diligenceLegal complianceMOUSCompliance managementLegalRegulatory compliance,Not disclosed,Consumer Retail & Hospitality,13-15,13,15,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Senior,False,False
territory sales executive   b2b retail channels,Kosher Tissue,Hyderabad,3-8 Yrs,BPOTrainingHealth insuranceTradeB2BNetworkingTerritory Sales ExecutiveMarketing support,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
territory sales executive   b2b retail channels,Kosher Tissue,Chennai,3-8 Yrs,BPOTrainingHealth insuranceTradeB2BNetworkingTerritory Sales ExecutiveMarketing support,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
territory sales executive   b2b retail channels,Kosher Tissue,Bengaluru,3-8 Yrs,BPOTrainingHealth insuranceTradeB2BNetworkingTerritory Sales ExecutiveMarketing support,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
jewellery sales executive,Ascher Jewels,Bengaluru,5-7 Yrs,SalesJewellery salesretail salesgemstone jewellery Salesdiamond jewellery Salescommunication skillsRetailJewellery,Not disclosed,Consumer Retail & Hospitality,5-7,5,7,0.0,0.0,False,0.0,27.0,2024-10-28,33.0,Mid,False,False
key account manager   sales ( female candidates only),Swageazy,Bengaluru,2-3 Yrs,SalesUpsellingB2BInbound SalesCRM toolsCommunication skillsCross SellingKey Account Management,Not disclosed,Consumer Retail & Hospitality,2-3,2,3,0.0,0.0,False,0.0,27.0,2024-10-28,33.0,Entry,False,False
retail sales executive,Bontrue,Hyderabad,3-5 Yrs,Retail SalesSales ActivitiesProduct DemonstrationStore SalesVisual Merchandisingshowroom salesFurniture saleVisual,Not disclosed,Consumer Retail & Hospitality,3-5,3,5,0.0,0.0,False,0.0,27.0,2024-10-28,33.0,Mid,False,False
optometrist cum counter incharge,Lithous Services,Gurugram,2-5 Yrs,customer serviceoptometristcustomer inquiriesoptical counter operationscounter inchargesalessales executiveSales executive activities,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,27.0,2024-10-28,33.0,Entry,False,False
optometrist cum counter incharge,Lithous Services,Chennai,2-5 Yrs,customer serviceoptometristcustomer inquiriesoptical counter operationscounter inchargesalessales executiveSales executive activities,Not disclosed,Consumer Retail & Hospitality,2-5,2,5,0.0,0.0,False,0.0,27.0,2024-10-28,33.0,Entry,False,False
hr intern,Pizza 4Ps,Bengaluru,5-9 Yrs,HospitalityHead Business DevelopmentUsageHR InternHRManagementHuman resource managementRecruitment,Not disclosed,Consumer Retail & Hospitality,5-9,5,9,0.0,0.0,False,0.0,27.0,2024-10-28,33.0,Mid,False,False
regional training officer   south,Leading Fmcg Company,Hyderabad,3-8 Yrs,Sales TrainingLeadership TrainingLearning And DevelopmentTraining ManagementLeadershipSalesTrainingManagement,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
regional training officer   south,Leading Fmcg Company,Chennai,3-8 Yrs,Sales TrainingLeadership TrainingLearning And DevelopmentTraining ManagementLeadershipSalesTrainingManagement,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
regional training officer   south,Leading Fmcg Company,Bengaluru,3-8 Yrs,Sales TrainingLeadership TrainingLearning And DevelopmentTraining ManagementLeadershipSalesTrainingManagement,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
restaurant counter sales staff,Best In Klass Veg Restaurant,Bengaluru(Varthur +4),1-5 Yrs,SalesTeam BuildingCalculationCoordination SkillsBuildingRestaurantTeamCoordination,1.25-2 Lacs PA,Consumer Retail & Hospitality,1-5,1,5,1.25,2.0,True,1.625,27.0,2024-10-28,33.0,Entry,False,False
store assistant,Corpqlo Clothing,Bengaluru,3-5 Yrs,Stock ManagementGRNStore OperationsData Entry OperationDataStoresAssistanceStock,Not disclosed,Consumer Retail & Hospitality,3-5,3,5,0.0,0.0,False,0.0,27.0,2024-10-28,33.0,Mid,False,False
waiter   maldives,Restaurant In Maldives,Hyderabad,3-8 Yrs,WaiterRestaurantHospitalityFood And BeverageWaiter ActivitiesHotel ManagementBhmSteward Activities,3.5-4 Lacs PA,Consumer Retail & Hospitality,3-8,3,8,3.5,4.0,True,3.75,27.0,2024-10-28,33.0,Mid,False,False
waiter   maldives,Restaurant In Maldives,Chennai,3-8 Yrs,WaiterRestaurantHospitalityFood And BeverageWaiter ActivitiesHotel ManagementBhmSteward Activities,3.5-4 Lacs PA,Consumer Retail & Hospitality,3-8,3,8,3.5,4.0,True,3.75,27.0,2024-10-28,33.0,Mid,False,False
waiter   maldives,Restaurant In Maldives,Maldives,3-8 Yrs,WaiterRestaurantHospitalityFood And BeverageWaiter ActivitiesHotel ManagementBhmSteward Activities,3.5-4 Lacs PA,Consumer Retail & Hospitality,3-8,3,8,3.5,4.0,True,3.75,27.0,2024-10-28,33.0,Mid,False,False
human resource business partner,Mondee,Hyderabad,9-12 Yrs,Business PartneringStrategic HROrganizational DevelopmentEmployee GrievancesEmployee WelfareBusiness HRTalent DevelopmentHR Policies,Not disclosed,Consumer Retail & Hospitality,9-12,9,12,0.0,0.0,False,0.0,27.0,2024-10-28,33.0,Senior,False,False
area sales manager fmcg,Vithoba Healthcare And Research,Hybrid - Kochi,10-15 Yrs,Product PromotionSales And MarketingFMCG SalesManagementSalesMarketingArea sales managementArea sales,Not disclosed,Consumer Retail & Hospitality,10-15,10,15,0.0,0.0,False,0.0,27.0,2024-10-28,33.0,Senior,False,False
area sales manager fmcg,Vithoba Healthcare And Research,Ahmedabad,10-15 Yrs,Product PromotionSales And MarketingFMCG SalesManagementSalesMarketingArea sales managementArea sales,Not disclosed,Consumer Retail & Hospitality,10-15,10,15,0.0,0.0,False,0.0,27.0,2024-10-28,33.0,Senior,False,False
area sales manager fmcg,Vithoba Healthcare And Research,Bengaluru,10-15 Yrs,Product PromotionSales And MarketingFMCG SalesManagementSalesMarketingArea sales managementArea sales,Not disclosed,Consumer Retail & Hospitality,10-15,10,15,0.0,0.0,False,0.0,27.0,2024-10-28,33.0,Senior,False,False
category manager audiology and skin business,Apollo Telehealth,Hyderabad,5-10 Yrs,Sales & OperationsExternal & Internal Stakeholder ManagementOrganizational Process developmentTraining of Product & ProcessesProblem Solving & AnalysisCustomer Service ManagementAnalysisProblem solving,5-10 Lacs PA,Consumer Retail & Hospitality,5-10,5,10,5.0,10.0,True,7.5,27.0,2024-10-28,33.0,Mid,False,False
regional sales manager for corporate sales hyderabad for coffee co.,Ontime Solutions,Hyderabad,10-17 Yrs,Corporate SalesFMCG MarketingBreweryKey AccountsInstitutional SalesB2B SalesFMCG OperationsFood Products,4.5-9 Lacs PA,Consumer Retail & Hospitality,10-17,10,17,4.5,9.0,True,6.75,27.0,2024-10-28,33.0,Senior,False,False
accounts and audit manager,Adiko Electronics,Hyderabad,1 Yrs,Tax ComplianceAccountingAuditingManagementTaxationManagement auditCompliance,9-12 Lacs PA,Consumer Retail & Hospitality,1,1,1,9.0,12.0,True,10.5,27.0,2024-10-28,33.0,Entry,False,True
"senior fabric technician cum fabric mill auditor,",Sgt India,Chennai,15-20 Yrs,Quality AuditTravelTextile technologyReport PreparationTechnical TextilesAudit ComplianceTechnicalQuality,12-18 Lacs PA,Consumer Retail & Hospitality,15-20,15,20,12.0,18.0,True,15.0,27.0,2024-10-28,33.0,Senior,False,True
"senior fabric technician cum fabric mill auditor,",Sgt India,Bengaluru,15-20 Yrs,Quality AuditTravelTextile technologyReport PreparationTechnical TextilesAudit ComplianceTechnicalQuality,12-18 Lacs PA,Consumer Retail & Hospitality,15-20,15,20,12.0,18.0,True,15.0,27.0,2024-10-28,33.0,Senior,False,True
"senior fabric technician cum fabric mill auditor,",Sgt India,Delhi / NCR,15-20 Yrs,Quality AuditTravelTextile technologyReport PreparationTechnical TextilesAudit ComplianceTechnicalQuality,12-18 Lacs PA,Consumer Retail & Hospitality,15-20,15,20,12.0,18.0,True,15.0,27.0,2024-10-28,33.0,Senior,False,True
manager legal (brand),Leading Fmcg Company,Bengaluru,3-8 Yrs,Legal MetrologyLegal managementMetrologyManagementLegalBrand,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Mid,False,False
safety officer,R2R Consultants,Gauribidanur,5-7 Yrs,Safety policy development and implementationensuring the safety and well-being of employeesconducting inspectionsand ensuring compliance with relevant laws and regulations.maintaining a safe workplace by implementing safety policiesComplianceLawPolicy development,12-15 Lacs PA,Consumer Retail & Hospitality,5-7,5,7,12.0,15.0,True,13.5,27.0,2024-10-28,33.0,Mid,False,True
safety officer,R2R Consultants,Bengaluru,5-7 Yrs,Safety policy development and implementationensuring the safety and well-being of employeesconducting inspectionsand ensuring compliance with relevant laws and regulations.maintaining a safe workplace by implementing safety policiesComplianceLawPolicy development,12-15 Lacs PA,Consumer Retail & Hospitality,5-7,5,7,12.0,15.0,True,13.5,27.0,2024-10-28,33.0,Mid,False,True
manager disruptive innovation,Leading Fmcg Company,Bengaluru,8-12 Yrs,FoodProduct DevelopmentR&DProduct InnovationNPDNew Product DevelopmentInnovationNew product,Not disclosed,Consumer Retail & Hospitality,8-12,8,12,0.0,0.0,False,0.0,26.0,2024-10-29,32.0,Senior,False,False
crm growth  lead,Cult Fit,Bengaluru(HSR Layout),3-8 Yrs,ClevertapCRM ManagementCustomer Life Cycle ManagementCustomer RetentionMixpanelData AnalysisCustomer AnalyticsCrm Analytics,Not disclosed,Consumer Retail & Hospitality,3-8,3,8,0.0,0.0,False,0.0,27.0,2024-10-28,33.0,Mid,False,False
reputed company opening for store manager_ hyderabad,Retail Business,Hyderabad,2-7 Yrs,Department ManagementStore OperationsRetail Store OperationsInventory ControlOperations Team HandlingVisual MerchandisingRetail OperationsShrinkage Control,3-6 Lacs PA,Consumer Retail & Hospitality,2-7,2,7,3.0,6.0,True,4.5,27.0,2024-10-28,33.0,Entry,False,False
brand ambassador,Caparo Group,Bengaluru,5-10 Yrs,Supply chainTrainingSANTradeUsageBrand AmbassadorNetworkingStock exchange,Not disclosed,Consumer Retail & Hospitality,5-10,5,10,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
application security engineer iii,Sixt Research And Development,Bengaluru,7-10 Yrs,Computer scienceAutomationProduct engineeringCodingWeb applicationProgrammingApplication securityapplication architecture,Not disclosed,Consumer Retail & Hospitality,7-10,7,10,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
area sales manager/executive,Swastik Mirch Store,Kalburagi,6-8 Yrs,sales presentationsarea sales managementarea salesteam managementchannel salesmarket databusiness developmentsales,Not disclosed,Consumer Retail & Hospitality,6-8,6,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
area sales manager/executive,Swastik Mirch Store,Bengaluru,6-8 Yrs,sales presentationsarea sales managementarea salesteam managementchannel salesmarket databusiness developmentsales,Not disclosed,Consumer Retail & Hospitality,6-8,6,8,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
zsm south ( hyderabad ) horeca   food / fmcg / perishables,Human Resources Consultants,Hyderabad,12-18 Yrs,BakeryFood ServicesHorecaFMCG SalesHoreca SalesRegional ManagerChocolateBiscuits,14-20 Lacs PA,Consumer Retail & Hospitality,12-18,12,18,14.0,20.0,True,17.0,8.0,2024-11-16,14.0,Senior,False,True
sales & marketing manager   travel,Rezbook Global,Hyderabad,2-7 Yrs,marketingb2b salescustomer servicesales processcreative solutionstravel planningtravel salesCorporate Sales,Not disclosed,Consumer Retail & Hospitality,2-7,2,7,0.0,0.0,False,0.0,27.0,2024-10-28,33.0,Entry,False,False
sales & marketing manager   travel,Rezbook Global,Chennai,2-7 Yrs,marketingb2b salescustomer servicesales processcreative solutionstravel planningtravel salesCorporate Sales,Not disclosed,Consumer Retail & Hospitality,2-7,2,7,0.0,0.0,False,0.0,27.0,2024-10-28,33.0,Entry,False,False
sales & marketing manager   travel,Rezbook Global,Bengaluru,2-7 Yrs,marketingb2b salescustomer servicesales processcreative solutionstravel planningtravel salesCorporate Sales,Not disclosed,Consumer Retail & Hospitality,2-7,2,7,0.0,0.0,False,0.0,27.0,2024-10-28,33.0,Entry,False,False
accounts executive,Mavee Foods,Hyderabad(Banjara hills),1-3 Yrs,Invoice ProcessingAccounts ReceivableBank ReconciliationAccounts PayableTDS ReturnGst ReturnSales EntryPurchase Entry,2.5-3 Lacs PA,Consumer Retail & Hospitality,1-3,1,3,2.5,3.0,True,2.75,28.0,2024-10-27,34.0,Entry,False,False
application support engineer,Kushals.Com,Bengaluru,1-3 Yrs,Application SupportRetailApplication ManagementPoSApplicationManagementPO,3-5.5 Lacs PA,Consumer Retail & Hospitality,1-3,1,3,3.0,5.5,True,4.25,28.0,2024-10-27,34.0,Entry,False,False
e commerce specialist,Mavee Foods,Hyderabad(Banjara hills),2-4 Yrs,ListingE-commerceOnline SalesCatalog ManagementProduct ListingOnline PromotionOnline BrandingEcommerce Development,3.75-4.75 Lacs PA,Consumer Retail & Hospitality,2-4,2,4,3.75,4.75,True,4.25,28.0,2024-10-27,34.0,Entry,False,False
