roles,companies,locations,experience,skills,salary,industry,experience_cleaned,min_experience,max_experience,min_salary,max_salary,is_salary_disclosed,avg_salary,days_ago,posting_date,job_age_days,seniority_level,is_remote,is_high_salary
princ engr data engineering,Verizon,Chennai,6-10 Yrs,Data Engineeringfront endcssScalaHadoopKafkamachine learningjavascript,Not disclosed,Technology,6-10,6,10,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
princ engr data engineering,Verizon,Bengaluru,6-10 Yrs,Data Engineeringfront endcssScalaHadoopKafkamachine learningjavascript,Not disclosed,Technology,6-10,6,10,0.0,0.0,False,0.0,1.0,2024-11-23,7.0,Mid,False,False
principal developer,Nokia,Bengaluru,10-14 Yrs,Cloud NativekubernetesvolteredishelmgrpcIMSdocker,Not disclosed,Technology,10-14,10,14,0.0,0.0,False,0.0,2.0,2024-11-22,8.0,Senior,False,False
business manager (mysuru),Airtel,Bengaluru,3-8 Yrs,Channel Sales ManagementDistribution ManagementChannel DevelopmentChannel BusinessChannel DistributionChannel ManagementTerritory Sales ManagementNetwork Expansion,7-12 Lacs PA,Technology,3-8,3,8,7.0,12.0,True,9.5,1.0,2024-11-23,7.0,Mid,False,False
customer success manager (non gaming supply),Inmobi,Bengaluru,5-6 Yrs,Market analysisDigital mediaSSPPublishingCTVProject managementWeavingGaming,Not disclosed,Technology,5-6,5,6,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
field broadband /internet sales executive,2Coms,Hyderabad,0-5 Yrs,insurancebranch salesexcellenceschemefield jobsales processbusiness developmentdistribution,Not disclosed,Technology,0-5,0,5,0.0,0.0,False,0.0,4.0,2024-11-20,10.0,Entry,False,False
web specialist   bangalore,Regalix,Bengaluru,4-6 Yrs,KochavaGoogle AnalyticsApps flyerApp installationGoogle Tag ManagerAd TraffickingGtmAd Operations,5-10 Lacs PA,Technology,4-6,4,6,5.0,10.0,True,7.5,9.0,2024-11-15,15.0,Mid,False,False
analyst   microsoft advertising,Inmobi,Bengaluru,1-3 Yrs,Lead generationData analysisSearch engine marketingdata manipulationAccount managementWeavingAdvanced Excelmicrosoft,Not disclosed,Technology,1-3,1,3,0.0,0.0,False,0.0,19.0,2024-11-05,25.0,Entry,False,False
account strategist,Inmobi,Bengaluru,2-5 Yrs,Digital mediaData analysisSearch engine marketingdata manipulationAccount managementWeavingAdvanced Excelmicrosoft,Not disclosed,Technology,2-5,2,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
account strategist,Inmobi,Bengaluru,3-5 Yrs,SalesSearch engine marketingFocusStrategic planningAccount managementManagementmicrosoftAdvertising,Not disclosed,Technology,3-5,3,5,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Mid,False,False
account manager,Inmobi,Bengaluru,2-4 Yrs,Data analysisRelationship buildingAnalyticalAgileAccount managementCustomer relationshipWeavingStakeholder management,Not disclosed,Technology,2-4,2,4,0.0,0.0,False,0.0,30.0,2024-10-25,36.0,Entry,False,False
